InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
INV500859,P1004,Leather Wallet,Accessories,4,2025-08-03 15:14:00,893.28,C10741,India,3573.12
INV500859,P1006,Wireless Mouse,Electronics,8,2025-08-03 15:14:00,738.65,C10741,India,5909.2
INV500859,P1025,Kitchen Storage Jars,Home,2,2025-08-03 15:14:00,902.27,C10741,India,1804.54
INV500860,P1015,Luggage Tag Set,Travel,1,2025-07-05 20:23:00,268.57,C10483,United Kingdom,268.57
INV500860,P1006,Wireless Mouse,Electronics,2,2025-07-05 20:23:00,751.15,C10483,United Kingdom,1502.3
INV500861,P1022,Dark Chocolate Box,Grocery,1,2025-01-20 18:41:00,479.25,C10087,Singapore,479.25
INV500861,P1019,Phone Stand,Electronics,4,2025-01-20 18:41:00,281.75,C10087,Singapore,1127.0
INV500861,P1016,Face Serum,Beauty,1,2025-01-20 18:41:00,936.02,C10087,Singapore,936.02
INV500861,P1004,Leather Wallet,Accessories,1,2025-01-20 18:41:00,813.37,C10087,Singapore,813.37
INV500861,P1021,Premium Tea Pack,Grocery,2,2025-01-20 18:41:00,396.71,C10087,Singapore,793.42
INV500862,P1024,Laptop Sleeve,Accessories,1,2025-11-26 12:22:00,825.91,C10453,United Kingdom,825.91
INV500862,P1020,USB-C Cable,Electronics,4,2025-11-26 12:22:00,200.49,C10453,United Kingdom,801.96
INV500862,P1027,Desk Plant,Home,3,2025-11-26 12:22:00,396.81,C10453,United Kingdom,1190.43
INV500862,P1012,Notebook Pack,Office,2,2025-11-26 12:22:00,188.11,C10453,United Kingdom,376.22
INV500863,P1027,Desk Plant,Home,1,2025-02-19 08:04:00,380.45,C10518,United Kingdom,380.45
INV500863,P1018,Hair Care Kit,Beauty,1,2025-02-19 08:04:00,854.62,C10518,United Kingdom,854.62
INV500863,P1022,Dark Chocolate Box,Grocery,2,2025-02-19 08:04:00,489.11,C10518,United Kingdom,978.22
INV500863,P1005,Bluetooth Speaker,Electronics,3,2025-02-19 08:04:00,1979.13,C10518,United Kingdom,5937.39
INV500863,P1015,Luggage Tag Set,Travel,8,2025-02-19 08:04:00,247.11,C10518,United Kingdom,1976.88
INV500865,P1026,Smart Watch Strap,Electronics,3,2025-05-04 12:35:00,447.54,C10445,Netherlands,1342.6200000000001
INV500865,P1001,Organic Cotton T-Shirt,Apparel,1,2025-05-04 12:35:00,549.49,C10445,Netherlands,549.49
INV500866,P1013,LED Table Lamp,Home,2,2025-08-04 17:30:00,1118.9,C10373,Germany,2237.8
INV500867,P1017,Sunscreen SPF 50,Beauty,2,2025-03-01 19:48:00,514.21,C10831,Netherlands,1028.42
INV500867,P1025,Kitchen Storage Jars,Home,5,2025-03-01 19:48:00,792.62,C10831,Netherlands,3963.1
INV500868,P1010,Protein Shaker,Fitness,1,2025-05-28 18:24:00,313.62,C10735,India,313.62
INV500868,P1030,Sports Socks Pack,Apparel,3,2025-05-28 18:24:00,263.92,C10735,India,791.76
INV500868,P1026,Smart Watch Strap,Electronics,20,2025-05-28 18:24:00,433.06,C10735,India,8661.2
INV500868,P1013,LED Table Lamp,Home,1,2025-05-28 18:24:00,1317.07,C10735,India,1317.07
INV500868,P1027,Desk Plant,Home,2,2025-05-28 18:24:00,384.11,C10735,India,768.22
INV500868,P1006,Wireless Mouse,Electronics,3,2025-05-28 18:24:00,674.23,C10735,India,2022.69
INV500869,P1030,Sports Socks Pack,Apparel,1,2025-11-01 09:42:00,303.65,C10149,United Kingdom,303.65
INV500869,P1002,Denim Jacket,Apparel,1,2025-11-01 09:42:00,1635.26,C10149,United Kingdom,1635.26
INV500870,P1024,Laptop Sleeve,Accessories,3,2025-06-21 18:28:00,1006.65,C10492,United Kingdom,3019.95
INV500870,P1026,Smart Watch Strap,Electronics,1,2025-06-21 18:28:00,451.9,C10492,United Kingdom,451.9
INV500870,P1027,Desk Plant,Home,12,2025-06-21 18:28:00,330.9,C10492,United Kingdom,3970.7999999999997
INV500871,P1026,Smart Watch Strap,Electronics,5,2025-08-10 09:31:00,372.19,C10010,United Kingdom,1860.95
INV500871,P1022,Dark Chocolate Box,Grocery,2,2025-08-10 09:31:00,638.94,C10010,United Kingdom,1277.88
INV500872,P1016,Face Serum,Beauty,1,2025-11-02 12:38:00,922.94,C10429,Germany,922.94
INV500872,P1030,Sports Socks Pack,Apparel,3,2025-11-02 12:38:00,287.37,C10429,Germany,862.11
INV500873,P1012,Notebook Pack,Office,12,2025-09-13 09:27:00,177.11,C10014,United Kingdom,2125.32
INV500873,P1007,Ceramic Coffee Mug,Home,2,2025-09-13 09:27:00,307.44,C10014,United Kingdom,614.88
INV500873,P1026,Smart Watch Strap,Electronics,3,2025-09-13 09:27:00,413.56,C10014,United Kingdom,1240.68
INV500873,P1022,Dark Chocolate Box,Grocery,2,2025-09-13 09:27:00,641.43,C10014,United Kingdom,1282.86
INV500873,P1023,Water Bottle,Fitness,1,2025-09-13 09:27:00,674.61,C10014,United Kingdom,674.61
INV500873,P1006,Wireless Mouse,Electronics,10,2025-09-13 09:27:00,659.25,C10014,United Kingdom,6592.5
INV500873,P1004,Leather Wallet,Accessories,2,2025-09-13 09:27:00,907.78,C10014,United Kingdom,1815.56
INV500873,P1013,LED Table Lamp,Home,5,2025-09-13 09:27:00,1485.13,C10014,United Kingdom,7425.650000000001
INV500874,P1008,Scented Candle Set,Home,1,2025-01-20 09:44:00,669.04,C10831,Netherlands,669.04
INV500874,P1020,USB-C Cable,Electronics,2,2025-01-20 09:44:00,231.81,C10831,Netherlands,463.62
INV500875,P1030,Sports Socks Pack,Apparel,4,2025-10-03 15:08:00,310.34,C10594,France,1241.36
INV500875,P1024,Laptop Sleeve,Accessories,3,2025-10-03 15:08:00,983.29,C10594,France,2949.87
INV500875,P1002,Denim Jacket,Apparel,3,2025-10-03 15:08:00,1688.51,C10594,France,5065.53
INV500876,P1010,Protein Shaker,Fitness,1,2025-05-31 08:45:00,372.66,C10724,United Kingdom,372.66
INV500876,P1005,Bluetooth Speaker,Electronics,3,2025-05-31 08:45:00,1997.63,C10724,United Kingdom,5992.89
INV500876,P1021,Premium Tea Pack,Grocery,1,2025-05-31 08:45:00,440.79,C10724,United Kingdom,440.79
INV500876,P1024,Laptop Sleeve,Accessories,3,2025-05-31 08:45:00,836.75,C10724,United Kingdom,2510.25
INV500877,P1001,Organic Cotton T-Shirt,Apparel,3,2025-02-03 13:26:00,520.56,C10437,United Kingdom,1561.6799999999998
INV500877,P1020,USB-C Cable,Electronics,1,2025-02-03 13:26:00,186.45,C10437,United Kingdom,186.45
INV500877,P1026,Smart Watch Strap,Electronics,5,2025-02-03 13:26:00,423.04,C10437,United Kingdom,2115.2000000000003
INV500877,P1019,Phone Stand,Electronics,1,2025-02-03 13:26:00,325.84,C10437,United Kingdom,325.84
INV500877,P1010,Protein Shaker,Fitness,3,2025-02-03 13:26:00,340.55,C10437,United Kingdom,1021.6500000000001
INV500877,P1004,Leather Wallet,Accessories,1,2025-02-03 13:26:00,809.72,C10437,United Kingdom,809.72
INV500877,P1016,Face Serum,Beauty,3,2025-02-03 13:26:00,1015.08,C10437,United Kingdom,3045.2400000000002
INV500878,P1017,Sunscreen SPF 50,Beauty,8,2025-04-08 11:51:00,455.41,C10420,United Kingdom,3643.28
INV500878,P1018,Hair Care Kit,Beauty,3,2025-04-08 11:51:00,1082.31,C10420,United Kingdom,3246.93
INV500879,P1005,Bluetooth Speaker,Electronics,2,2025-10-15 10:24:00,2462.51,C10745,United Kingdom,4925.02
INV500879,P1018,Hair Care Kit,Beauty,8,2025-10-15 10:24:00,1109.4,C10745,United Kingdom,8875.2
INV500879,P1011,Desk Organizer,Office,5,2025-10-15 10:24:00,408.39,C10745,United Kingdom,2041.9499999999998
INV500879,P1028,Gift Wrapping Paper,Stationery,1,2025-10-15 10:24:00,127.34,C10745,United Kingdom,127.34
INV500879,P1001,Organic Cotton T-Shirt,Apparel,2,2025-10-15 10:24:00,409.99,C10745,United Kingdom,819.98
INV500879,P1015,Luggage Tag Set,Travel,2,2025-10-15 10:24:00,287.95,C10745,United Kingdom,575.9
INV500881,P1011,Desk Organizer,Office,3,2025-08-03 14:46:00,397.39,C10368,India,1192.17
INV500882,P1030,Sports Socks Pack,Apparel,4,2025-10-22 16:20:00,246.97,C10446,India,987.88
INV500883,P1023,Water Bottle,Fitness,1,2025-06-25 12:02:00,529.55,C10497,United Kingdom,529.55
INV500884,P1028,Gift Wrapping Paper,Stationery,5,2025-08-17 09:19:00,175.77,C10340,United Kingdom,878.85
INV500884,P1005,Bluetooth Speaker,Electronics,4,2025-08-17 09:19:00,2301.27,C10340,United Kingdom,9205.08
INV500884,P1011,Desk Organizer,Office,2,2025-08-17 09:19:00,458.58,C10340,United Kingdom,917.16
INV500884,P1002,Denim Jacket,Apparel,5,2025-08-17 09:19:00,1572.04,C10340,United Kingdom,7860.2
INV500884,P1008,Scented Candle Set,Home,1,2025-08-17 09:19:00,678.4,C10340,United Kingdom,678.4
INV500885,P1007,Ceramic Coffee Mug,Home,1,2025-07-18 13:26:00,277.91,C10222,United Kingdom,277.91
INV500886,P1022,Dark Chocolate Box,Grocery,2,2025-05-06 11:06:00,533.52,C10766,Spain,1067.04
INV500886,P1005,Bluetooth Speaker,Electronics,1,2025-05-06 11:06:00,2156.65,C10766,Spain,2156.65
INV500886,P1007,Ceramic Coffee Mug,Home,6,2025-05-06 11:06:00,286.96,C10766,Spain,1721.7599999999998
INV500887,P1026,Smart Watch Strap,Electronics,3,2025-11-06 15:52:00,425.45,C10568,Australia,1276.35
INV500887,P1016,Face Serum,Beauty,2,2025-11-06 15:52:00,798.76,C10568,Australia,1597.52
INV500887,P1025,Kitchen Storage Jars,Home,4,2025-11-06 15:52:00,792.15,C10568,Australia,3168.6
INV500888,P1020,USB-C Cable,Electronics,1,2025-08-04 15:22:00,169.5,C10492,United Kingdom,169.5
INV500889,P1002,Denim Jacket,Apparel,1,2025-01-30 20:02:00,1836.82,C10603,United Kingdom,1836.82
INV500889,P1019,Phone Stand,Electronics,2,2025-01-30 20:02:00,301.73,C10603,United Kingdom,603.46
INV500889,P1028,Gift Wrapping Paper,Stationery,1,2025-01-30 20:02:00,132.92,C10603,United Kingdom,132.92
INV500890,P1001,Organic Cotton T-Shirt,Apparel,3,2025-01-07 21:02:00,421.78,C10688,United Kingdom,1265.34
INV500890,P1028,Gift Wrapping Paper,Stationery,2,2025-01-07 21:02:00,126.4,C10688,United Kingdom,252.8
INV500891,P1011,Desk Organizer,Office,4,2025-02-14 16:06:00,412.9,C10083,India,1651.6
INV500891,P1007,Ceramic Coffee Mug,Home,2,2025-02-14 16:06:00,317.43,C10083,India,634.86
INV500891,P1024,Laptop Sleeve,Accessories,4,2025-02-14 16:06:00,967.62,C10083,India,3870.48
INV500892,P1008,Scented Candle Set,Home,1,2025-02-04 12:45:00,530.1,C10634,United Kingdom,530.1
INV500893,P1030,Sports Socks Pack,Apparel,1,2025-05-04 17:34:00,252.42,C10493,United Kingdom,252.42
INV500893,P1005,Bluetooth Speaker,Electronics,5,2025-05-04 17:34:00,1971.97,C10493,United Kingdom,9859.85
INV500894,P1001,Organic Cotton T-Shirt,Apparel,4,2025-08-22 12:55:00,495.56,C10268,Canada,1982.24
INV500895,P1028,Gift Wrapping Paper,Stationery,1,2025-07-28 14:19:00,141.84,C10773,United Kingdom,141.84
INV500895,P1016,Face Serum,Beauty,6,2025-07-28 14:19:00,1051.27,C10773,United Kingdom,6307.62
INV500895,P1029,Cotton Bedsheet,Home,2,2025-07-28 14:19:00,1316.75,C10773,United Kingdom,2633.5
INV500895,P1010,Protein Shaker,Fitness,3,2025-07-28 14:19:00,364.06,C10773,United Kingdom,1092.18
INV500895,P1004,Leather Wallet,Accessories,6,2025-07-28 14:19:00,934.51,C10773,United Kingdom,5607.0599999999995
INV500895,P1007,Ceramic Coffee Mug,Home,5,2025-07-28 14:19:00,285.74,C10773,United Kingdom,1428.7
INV500896,P1019,Phone Stand,Electronics,1,2025-04-23 12:34:00,251.15,C10602,Germany,251.15
INV500896,P1003,Running Shoes,Footwear,1,2025-04-23 12:34:00,2594.99,C10602,Germany,2594.99
INV500896,P1018,Hair Care Kit,Beauty,2,2025-04-23 12:34:00,1086.95,C10602,Germany,2173.9
INV500896,P1029,Cotton Bedsheet,Home,1,2025-04-23 12:34:00,1306.02,C10602,Germany,1306.02
INV500897,P1029,Cotton Bedsheet,Home,2,2025-02-15 11:15:00,1462.19,C10412,Germany,2924.38
INV500898,P1023,Water Bottle,Fitness,1,2025-08-19 15:34:00,706.78,C10011,United Kingdom,706.78
INV500899,P1008,Scented Candle Set,Home,5,2025-07-28 19:53:00,516.99,C10468,India,2584.95
INV500899,P1024,Laptop Sleeve,Accessories,3,2025-07-28 19:53:00,1030.02,C10468,India,3090.06
INV500900,P1026,Smart Watch Strap,Electronics,2,2025-03-09 10:42:00,387.14,C10652,United Kingdom,774.28
INV500900,P1024,Laptop Sleeve,Accessories,6,2025-03-09 10:42:00,867.32,C10652,United Kingdom,5203.92
INV500901,P1019,Phone Stand,Electronics,1,2025-09-28 11:40:00,245.6,C10032,Germany,245.6
INV500901,P1026,Smart Watch Strap,Electronics,8,2025-09-28 11:40:00,377.7,C10032,Germany,3021.6
INV500902,P1030,Sports Socks Pack,Apparel,3,2025-01-16 08:41:00,324.3,C10150,United Kingdom,972.9000000000001
INV500902,P1028,Gift Wrapping Paper,Stationery,1,2025-01-16 08:41:00,140.13,C10150,United Kingdom,140.13
INV500902,P1009,Yoga Mat,Fitness,4,2025-01-16 08:41:00,827.48,C10150,United Kingdom,3309.92
INV500903,P1030,Sports Socks Pack,Apparel,1,2025-05-28 16:01:00,290.23,C10045,United Kingdom,290.23
INV500904,P1001,Organic Cotton T-Shirt,Apparel,10,2025-11-07 13:02:00,514.17,C10710,United Kingdom,5141.7
INV500904,P1009,Yoga Mat,Fitness,2,2025-11-07 13:02:00,1044.68,C10710,United Kingdom,2089.36
INV500904,P1028,Gift Wrapping Paper,Stationery,6,2025-11-07 13:02:00,145.93,C10710,United Kingdom,875.58
INV500904,P1003,Running Shoes,Footwear,5,2025-11-07 13:02:00,2115.82,C10710,United Kingdom,10579.1
INV500905,P1026,Smart Watch Strap,Electronics,3,2025-01-12 22:05:00,422.76,C10606,India,1268.28
INV500905,P1024,Laptop Sleeve,Accessories,1,2025-01-12 22:05:00,843.75,C10606,India,843.75
INV500905,P1028,Gift Wrapping Paper,Stationery,4,2025-01-12 22:05:00,161.33,C10606,India,645.32
INV500905,P1007,Ceramic Coffee Mug,Home,4,2025-01-12 22:05:00,273.13,C10606,India,1092.52
INV500905,P1018,Hair Care Kit,Beauty,2,2025-01-12 22:05:00,1030.84,C10606,India,2061.68
INV500905,P1013,LED Table Lamp,Home,2,2025-01-12 22:05:00,1405.96,C10606,India,2811.92
INV500905,P1001,Organic Cotton T-Shirt,Apparel,2,2025-01-12 22:05:00,502.07,C10606,India,1004.14
INV500905,P1009,Yoga Mat,Fitness,3,2025-01-12 22:05:00,872.86,C10606,India,2618.58
INV500906,P1001,Organic Cotton T-Shirt,Apparel,3,2025-09-27 22:10:00,558.61,C10163,United Kingdom,1675.83
INV500906,P1025,Kitchen Storage Jars,Home,1,2025-09-27 22:10:00,885.78,C10163,United Kingdom,885.78
INV500906,P1004,Leather Wallet,Accessories,2,2025-09-27 22:10:00,697.34,C10163,United Kingdom,1394.68
INV500907,P1017,Sunscreen SPF 50,Beauty,2,2025-06-18 17:40:00,505.73,C10701,India,1011.46
INV500908,P1006,Wireless Mouse,Electronics,3,2025-07-17 18:56:00,697.24,C10540,United Kingdom,2091.7200000000003
INV500908,P1014,Travel Backpack,Travel,4,2025-07-17 18:56:00,1759.4,C10540,United Kingdom,7037.6
INV500908,P1015,Luggage Tag Set,Travel,1,2025-07-17 18:56:00,268.96,C10540,United Kingdom,268.96
INV500908,P1011,Desk Organizer,Office,1,2025-07-17 18:56:00,503.16,C10540,United Kingdom,503.16
INV500908,P1025,Kitchen Storage Jars,Home,2,2025-07-17 18:56:00,839.07,C10540,United Kingdom,1678.14
INV500908,P1004,Leather Wallet,Accessories,4,2025-07-17 18:56:00,743.0,C10540,United Kingdom,2972.0
INV500908,P1024,Laptop Sleeve,Accessories,2,2025-07-17 18:56:00,819.4,C10540,United Kingdom,1638.8
INV500908,P1021,Premium Tea Pack,Grocery,1,2025-07-17 18:56:00,328.34,C10540,United Kingdom,328.34
INV500909,P1029,Cotton Bedsheet,Home,12,2025-08-13 19:15:00,1292.44,C10225,United Kingdom,15509.28
INV500910,P1002,Denim Jacket,Apparel,2,2025-11-21 19:08:00,2033.52,C10413,India,4067.04
INV500910,P1021,Premium Tea Pack,Grocery,2,2025-11-21 19:08:00,468.16,C10413,India,936.32
INV500910,P1011,Desk Organizer,Office,4,2025-11-21 19:08:00,395.77,C10413,India,1583.08
INV500911,P1022,Dark Chocolate Box,Grocery,1,2025-04-22 16:15:00,630.86,C10804,Singapore,630.86
INV500911,P1015,Luggage Tag Set,Travel,2,2025-04-22 16:15:00,234.96,C10804,Singapore,469.92
INV500911,P1011,Desk Organizer,Office,1,2025-04-22 16:15:00,446.3,C10804,Singapore,446.3
INV500911,P1028,Gift Wrapping Paper,Stationery,1,2025-04-22 16:15:00,164.06,C10804,Singapore,164.06
INV500912,P1022,Dark Chocolate Box,Grocery,2,2025-05-06 16:49:00,519.45,C10533,United Kingdom,1038.9
INV500912,P1019,Phone Stand,Electronics,3,2025-05-06 16:49:00,273.52,C10533,United Kingdom,820.56
INV500912,P1016,Face Serum,Beauty,2,2025-05-06 16:49:00,949.89,C10533,United Kingdom,1899.78
INV500913,P1029,Cotton Bedsheet,Home,8,2025-10-26 12:49:00,1177.88,C10003,United Kingdom,9423.04
INV500913,P1002,Denim Jacket,Apparel,1,2025-10-26 12:49:00,1589.82,C10003,United Kingdom,1589.82
INV500913,P1016,Face Serum,Beauty,1,2025-10-26 12:49:00,1048.18,C10003,United Kingdom,1048.18
INV500914,P1017,Sunscreen SPF 50,Beauty,1,2025-03-30 13:23:00,457.75,C10137,United Kingdom,457.75
INV500914,P1011,Desk Organizer,Office,3,2025-03-30 13:23:00,443.76,C10137,United Kingdom,1331.28
INV500914,P1013,LED Table Lamp,Home,2,2025-03-30 13:23:00,1323.64,C10137,United Kingdom,2647.28
INV500915,P1030,Sports Socks Pack,Apparel,2,2025-11-03 12:53:00,261.91,C10765,United Kingdom,523.82
INV500915,P1017,Sunscreen SPF 50,Beauty,1,2025-11-03 12:53:00,439.3,C10765,United Kingdom,439.3
INV500915,P1004,Leather Wallet,Accessories,1,2025-11-03 12:53:00,788.94,C10765,United Kingdom,788.94
INV500916,P1026,Smart Watch Strap,Electronics,1,2025-09-10 18:37:00,407.04,C10261,Netherlands,407.04
INV500916,P1027,Desk Plant,Home,8,2025-09-10 18:37:00,333.03,C10261,Netherlands,2664.24
INV500916,P1023,Water Bottle,Fitness,1,2025-09-10 18:37:00,507.96,C10261,Netherlands,507.96
INV500918,P1002,Denim Jacket,Apparel,2,2025-07-02 19:33:00,1703.75,C10377,India,3407.5
INV500918,P1016,Face Serum,Beauty,1,2025-07-02 19:33:00,739.54,C10377,India,739.54
INV500918,P1015,Luggage Tag Set,Travel,3,2025-07-02 19:33:00,291.63,C10377,India,874.89
INV500919,P1029,Cotton Bedsheet,Home,1,2025-10-18 14:28:00,1394.21,C10791,Spain,1394.21
INV500919,P1003,Running Shoes,Footwear,3,2025-10-18 14:28:00,2773.02,C10791,Spain,8319.06
INV500919,P1023,Water Bottle,Fitness,1,2025-10-18 14:28:00,528.72,C10791,Spain,528.72
INV500919,P1009,Yoga Mat,Fitness,2,2025-10-18 14:28:00,1031.83,C10791,Spain,2063.66
INV500920,P1026,Smart Watch Strap,Electronics,1,2025-07-19 14:37:00,355.35,C10536,Germany,355.35
INV500921,P1016,Face Serum,Beauty,2,2025-07-13 09:59:00,998.04,C10825,Canada,1996.08
INV500922,P1009,Yoga Mat,Fitness,1,2025-06-13 15:16:00,953.97,C10777,Singapore,953.97
INV500922,P1013,LED Table Lamp,Home,4,2025-06-13 15:16:00,1314.12,C10777,Singapore,5256.48
INV500922,P1030,Sports Socks Pack,Apparel,1,2025-06-13 15:16:00,349.2,C10777,Singapore,349.2
INV500923,P1024,Laptop Sleeve,Accessories,4,2025-10-31 11:28:00,827.62,C10103,India,3310.48
INV500923,P1014,Travel Backpack,Travel,1,2025-10-31 11:28:00,1692.18,C10103,India,1692.18
INV500923,P1017,Sunscreen SPF 50,Beauty,1,2025-10-31 11:28:00,439.54,C10103,India,439.54
INV500923,P1010,Protein Shaker,Fitness,2,2025-10-31 11:28:00,322.75,C10103,India,645.5
INV500923,P1025,Kitchen Storage Jars,Home,2,2025-10-31 11:28:00,686.36,C10103,India,1372.72
INV500924,P1003,Running Shoes,Footwear,2,2025-08-04 18:30:00,2086.78,C10495,United Kingdom,4173.56
INV500924,P1021,Premium Tea Pack,Grocery,2,2025-08-04 18:30:00,444.09,C10495,United Kingdom,888.18
INV500924,P1014,Travel Backpack,Travel,3,2025-08-04 18:30:00,1769.3,C10495,United Kingdom,5307.9
INV500924,P1006,Wireless Mouse,Electronics,1,2025-08-04 18:30:00,753.84,C10495,United Kingdom,753.84
INV500925,P1025,Kitchen Storage Jars,Home,1,2025-10-19 08:36:00,889.42,C10816,United Kingdom,889.42
INV500925,P1016,Face Serum,Beauty,1,2025-10-19 08:36:00,1016.6,C10816,United Kingdom,1016.6
INV500925,P1021,Premium Tea Pack,Grocery,2,2025-10-19 08:36:00,328.73,C10816,United Kingdom,657.46
INV500926,P1001,Organic Cotton T-Shirt,Apparel,2,2025-02-27 14:36:00,450.64,C10179,United Kingdom,901.28
INV500926,P1018,Hair Care Kit,Beauty,2,2025-02-27 14:36:00,980.53,C10179,United Kingdom,1961.06
INV500926,P1023,Water Bottle,Fitness,2,2025-02-27 14:36:00,538.12,C10179,United Kingdom,1076.24
INV500927,P1007,Ceramic Coffee Mug,Home,2,2025-02-15 10:58:00,313.51,C10049,India,627.02
INV500927,P1003,Running Shoes,Footwear,5,2025-02-15 10:58:00,2457.43,C10049,India,12287.15
INV500927,P1019,Phone Stand,Electronics,2,2025-02-15 10:58:00,299.03,C10049,India,598.06
INV500928,P1013,LED Table Lamp,Home,4,2025-07-15 08:21:00,1420.94,C10716,United Kingdom,5683.76
INV500930,P1028,Gift Wrapping Paper,Stationery,1,2025-10-05 09:22:00,124.94,C10120,United Kingdom,124.94
INV500930,P1011,Desk Organizer,Office,6,2025-10-05 09:22:00,497.94,C10120,United Kingdom,2987.64
INV500931,P1010,Protein Shaker,Fitness,2,2025-07-20 12:56:00,344.14,C10485,EIRE,688.28
INV500931,P1022,Dark Chocolate Box,Grocery,1,2025-07-20 12:56:00,516.95,C10485,EIRE,516.95
INV500932,P1014,Travel Backpack,Travel,2,2025-07-14 16:54:00,1650.88,C10265,EIRE,3301.76
INV500932,P1001,Organic Cotton T-Shirt,Apparel,1,2025-07-14 16:54:00,432.93,C10265,EIRE,432.93
INV500933,P1002,Denim Jacket,Apparel,2,2025-08-22 15:38:00,2167.73,C10452,Germany,4335.46
INV500933,P1025,Kitchen Storage Jars,Home,4,2025-08-22 15:38:00,920.61,C10452,Germany,3682.44
INV500935,P1020,USB-C Cable,Electronics,1,2025-04-27 18:58:00,187.61,C10725,Australia,187.61
INV500936,P1002,Denim Jacket,Apparel,1,2025-06-25 11:30:00,2162.74,C10518,United Kingdom,2162.74
INV500936,P1026,Smart Watch Strap,Electronics,1,2025-06-25 11:30:00,410.3,C10518,United Kingdom,410.3
INV500936,P1028,Gift Wrapping Paper,Stationery,1,2025-06-25 11:30:00,129.26,C10518,United Kingdom,129.26
INV500937,P1022,Dark Chocolate Box,Grocery,3,2025-11-23 15:34:00,638.13,C10543,United Kingdom,1914.3899999999999
INV500937,P1006,Wireless Mouse,Electronics,1,2025-11-23 15:34:00,816.98,C10543,United Kingdom,816.98
INV500938,P1016,Face Serum,Beauty,1,2025-10-23 18:08:00,1023.78,C10795,United Kingdom,1023.78
INV500938,P1019,Phone Stand,Electronics,1,2025-10-23 18:08:00,284.18,C10795,United Kingdom,284.18
INV500939,P1006,Wireless Mouse,Electronics,1,2025-01-10 13:05:00,809.47,C10005,Germany,809.47
INV500939,P1017,Sunscreen SPF 50,Beauty,5,2025-01-10 13:05:00,474.0,C10005,Germany,2370.0
INV500939,P1016,Face Serum,Beauty,3,2025-01-10 13:05:00,962.49,C10005,Germany,2887.4700000000003
INV500939,P1010,Protein Shaker,Fitness,3,2025-01-10 13:05:00,288.43,C10005,Germany,865.29
INV500940,P1002,Denim Jacket,Apparel,1,2025-01-27 11:55:00,1928.3,C10175,France,1928.3
